Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD
24-08-2020,11740,328984,821220,537783,1.73409E+13,1.32E+20,0.0901,6024843623,2.8,1.587,9.664,66493,506.388,784169,14.257,7.773
25-08-2020,11521,304281,881769,542856,1.7558E+13,1.25E+20,0.0823,6663594313,3.408,2.014,11.25,61186,596.862,815578,14.258,10.117
26-08-2020,11410,324042,888127,551865,1.7558E+13,1.22E+20,0.0934,6513114669,3.819,2.241,10.141,68558,530.23,943784,14.257,10.895
27-08-2020,11355,328028,898423,552100,1.7558E+13,1.12E+20,0.0945,6791185986,4.254,2.61,11.163,69669,615.484,788185,14.255,13.232
28-08-2020,11445,352559,889340,565359,1.7558E+13,1.29E+20,0.0999,6628356661,3.354,1.962,8.834,70266,528.23,941567,14.209,9.213
29-08-2020,11513,292637,870508,485951,1.7558E+13,1.40E+20,0.0803,4742500324,2.591,1.379,9.863,68875,457.232,856827,14.243,6.734
30-08-2020,11614,268987,888843,432638,1.7558E+13,1.15E+20,0.0866,4514146807,2.768,1.493,11.339,75665,441.401,703435,14.25,7.476
31-08-2020,11689,302770,825121,527267,1.7558E+13,1.28E+20,0.0939,7926544413,3.534,2.111,9.6,104127,652.402,816136,14.259,8.899
01-09-2020,11872,376354,906880,639045,1.7558E+13,1.25E+20,0.103,7556864439,3.972,2.458,9.351,83669,606.663,945372,14.289,11.575
02-09-2020,11587,317305,900233,573033,1.7558E+13,1.35E+20,0.0884,7929588868,4.657,2.619,10,84189,633.776,891892,14.255,12.416
03-09-2020,11059,310793,899730,557818,1.7558E+13,1.15E+20,0.0906,7878571517,4.779,2.787,11.163,97519,719.889,822128,14.195,14.285
04-09-2020,10393,298151,878502,551428,1.7558E+13,1.20E+20,0.0863,8661103516,5.419,2.913,10.667,92515,741.197,852193,14.14,15.565
05-09-2020,10279,325382,896727,545528,1.7558E+13,1.17E+20,0.0878,4971436775,3.787,2.229,10.213,76693,470.503,831564,14.163,11.98
06-09-2020,10205,262670,857719,438941,1.7558E+13,1.30E+20,0.0789,3586889914,2.748,1.301,9.6,89112,382.612,854199,14.187,7.02
07-09-2020,10164,327487,836390,535420,1.74453E+13,1.35E+20,0.0898,5812466099,3.002,1.354,8.229,92635,460.264,965552,14.217,8.128
08-09-2020,10156,332513,826554,563843,1.7346E+13,1.47E+20,0.073,5551269667,2.568,1.353,9.29,82534,506.782,823200,14.236,7.988
09-09-2020,10189,314715,823343,555216,1.7346E+13,1.39E+20,0.0748,5428378313,2.888,1.655,9.664,103210,529.223,845439,14.254,8.745
10-09-2020,10344,345823,878696,602295,1.7346E+13,1.21E+20,0.0938,5593053181,3.302,1.877,9.114,104460,515.062,947656,14.265,10.059
11-09-2020,10309,308185,888771,551630,1.7346E+13,1.31E+20,0.0751,6005836607,3.183,1.797,10.435,104683,573.472,825024,14.207,9.941
12-09-2020,10379,299982,721047,486187,1.7346E+13,1.36E+20,0.0857,3738902414,2.011,0.956,8.471,89706,355.891,796589,14.167,5.189
13-09-2020,10404,254948,626162,430868,1.7346E+13,1.51E+20,0.0732,3710835424,2.003,0.668,8.889,106877,343.573,673520,14.172,4.626
14-09-2020,10512,353844,780340,578341,1.7346E+13,1.43E+20,0.0865,5809751394,2.242,1.159,8.182,82030,482.296,898739,14.144,6.424
15-09-2020,10778,332801,846470,578701,1.7346E+13,1.38E+20,0.0822,6357192084,2.498,1.298,9.231,92591,566.85,848665,14.053,7.334
16-09-2020,10900,342454,886535,594979,1.7346E+13,1.38E+20,0.0824,6278179732,2.472,1.262,9.29,97064,543.178,923732,14.122,7.426
17-09-2020,10899,348403,819078,590609,1.7346E+13,1.44E+20,0.0898,5928512720,2.22,1.128,8.09,129587,484.415,976062,14.124,5.998
18-09-2020,10931,324992,771348,546653,1.7346E+13,1.50E+20,0.0802,6139617978,2.335,1.182,8.727,127348,508.005,820499,14.132,6.309
19-09-2020,11019,296208,830432,489793,1.7346E+13,1.33E+20,0.081,3979291881,1.769,0.881,9.664,106389,434.277,775507,14.142,4.86
20-09-2020,10928,258953,734765,427052,1.91483E+13,1.37E+20,0.0734,3434692620,1.393,0.526,10.141,99553,311.771,664741,14.144,3.588
21-09-2020,10692,297460,794072,519716,1.93147E+13,1.45E+20,0.0714,5674123482,2.204,1.103,9.931,124187,530.007,801452,14.119,6.339
22-09-2020,10475,312860,892435,549751,1.93147E+13,1.29E+20,0.0713,6682513117,2.483,1.373,11.163,93118,585.133,830723,14.05,8.428
23-09-2020,10445,349796,902232,580589,1.93147E+13,1.23E+20,0.0833,7069671114,2.87,1.652,10.141,79190,524.056,845049,14.039,9.775
24-09-2020,10447,316415,912138,551398,1.93147E+13,1.43E+20,0.0688,7318143431,2.724,1.451,10.511,79514,596.814,826585,14.106,8.792
25-09-2020,10679,352901,874333,586258,1.93147E+13,1.48E+20,0.0819,6750477762,2.335,1.262,8.521,85858,507.752,988014,14.126,6.811
26-09-2020,10724,276012,851999,465328,1.93147E+13,1.46E+20,0.072,3547974482,1.615,0.8,9.6,92654,451.187,795826,14.129,4.248
27-09-2020,10725,259230,672981,424208,1.93147E+13,1.49E+20,0.0713,3631114901,1.555,0.741,9.474,85699,355.384,669148,14.13,3.808
28-09-2020,10887,295347,833841,505883,1.93147E+13,1.43E+20,0.0657,5794975848,2.091,1.206,11.163,84521,563.731,747089,14.16,6.576
29-09-2020,10736,347555,887832,601811,1.93147E+13,1.30E+20,0.0799,6707071102,2.563,1.449,10.213,79873,566.824,876458,14.195,8.609
30-09-2020,10751,351261,890138,604699,1.93147E+13,1.39E+20,0.0827,6755979347,2.908,1.635,9.231,73068,533.197,915637,14.166,8.883
01-10-2020,10766,304633,897836,551547,1.93147E+13,1.33E+20,0.0711,6401126953,3.606,2.131,11.613,69863,642.496,791886,14.208,11.638
02-10-2020,10535,315307,891446,546729,1.93147E+13,1.27E+20,0.0805,8497470206,4.093,2.279,10.588,90469,643.595,851569,14.251,12.602
03-10-2020,10556,310704,890195,498183,1.93147E+13,1.45E+20,0.0739,4343373411,2.443,1.287,9.536,73836,400.122,900713,14.282,7.083
04-10-2020,10611,267861,775088,431605,1.93007E+13,1.45E+20,0.0765,3459190399,2.212,0.891,9.114,74299,337.648,799521,14.281,5.354
05-10-2020,10710,294846,782458,505488,1.92981E+13,1.42E+20,0.0732,5734342579,3.57,2.174,10.286,74144,551.042,769146,14.269,10.102
06-10-2020,10719,317792,897822,556552,1.92981E+13,1.38E+20,0.072,5907062536,3.822,2.45,11.077,73380,593.634,868868,14.271,12.244
07-10-2020,10625,370403,896524,612567,1.92981E+13,1.30E+20,0.0864,6860207882,3.189,1.961,9.536,60516,495.957,952270,14.264,10.542
08-10-2020,10737,330065,804278,555027,1.92981E+13,1.55E+20,0.0771,6597943824,3.355,2.049,8.889,65765,515.371,901444,14.267,9.249
09-10-2020,10986,339201,893664,561853,1.92981E+13,1.37E+20,0.0801,7401990414,3.588,2.242,10.141,89326,543.192,835611,14.299,11.102
10-10-2020,11335,298343,889449,486748,1.92981E+13,1.38E+20,0.0795,5917124140,2.882,1.635,10.07,70858,453.41,786581,14.173,7.826
11-10-2020,11364,255956,726736,415569,1.92981E+13,1.39E+20,0.0759,4583836591,2.275,1.057,10.286,94699,344.584,657480,14.178,5.534
12-10-2020,11448,314025,798676,511996,1.92981E+13,1.39E+20,0.0827,6691586372,2.729,1.551,9.664,79163,511.131,812638,14.173,7.443
13-10-2020,11455,333049,902632,558219,1.92981E+13,1.49E+20,0.0855,6685258233,2.548,1.43,8.675,78546,516.728,924999,14.154,6.667
14-10-2020,11409,314392,809980,528363,1.92981E+13,1.57E+20,0.0731,5778563530,2.651,1.59,9.664,87013,539.626,840657,14.119,7.277
15-10-2020,11417,340842,866696,573962,1.92981E+13,1.39E+20,0.0837,6489377159,2.622,1.38,9.536,88087,532.895,906967,14.066,7.662
16-10-2020,11370,324492,824367,550388,1.92981E+13,1.48E+20,0.0791,6194040510,2.248,1.221,9.29,82623,540.104,856994,14.067,6.213
17-10-2020,11348,274912,689813,444410,1.95297E+13,1.58E+20,0.0732,3568242635,1.463,0.595,9.172,99993,405.339,732478,14.067,3.487
18-10-2020,11433,231437,727313,387590,1.99973E+13,1.41E+20,0.0637,3197952267,1.801,0.938,12,105062,417.89,631855,14.066,4.637
19-10-2020,11582,303804,877971,516754,1.99973E+13,1.16E+20,0.083,7390778839,1.928,1.051,11.52,130036,588.016,771862,13.92,6.082
20-10-2020,11847,330419,841756,540829,1.99973E+13,1.42E+20,0.0815,6798592538,2.751,1.577,10,150525,588.35,858805,13.919,7.86
21-10-2020,12446,311162,899159,515044,1.99973E+13,1.31E+20,0.0884,8630623548,4.666,2.616,11.077,152467,695.015,896346,13.923,12.558
22-10-2020,12929,338950,903450,564620,1.99973E+13,1.34E+20,0.0985,9779640956,6.369,3.594,10.511,154037,713.33,917803,13.915,16.324
23-10-2020,12936,323738,903493,528238,1.99973E+13,1.26E+20,0.0987,8646038586,5.755,3.365,10.992,109503,612.06,814030,13.9,14.964
24-10-2020,13026,306622,885590,468216,1.99973E+13,1.49E+20,0.0914,5923420663,3.987,1.637,9.474,78987,401.625,948245,13.873,8.994
25-10-2020,13058,242156,873666,379058,1.99973E+13,1.31E+20,0.0792,5110145132,3.519,1.749,12.308,88340,465.349,713541,13.868,8.197
26-10-2020,13072,252384,884770,394932,1.99973E+13,1.17E+20,0.0895,7712799912,5.764,3.609,13.091,146791,731.193,684411,13.796,13.938
27-10-2020,13360,251839,898418,407095,1.99973E+13,9.79E+19,0.111,7936846168,10.198,5.669,14.545,132785,947.859,670055,13.745,23.711
28-10-2020,13454,261240,888910,422999,1.99973E+13,1.01E+20,0.113,9470942671,11.673,6.88,14.4,137062,905.604,702641,13.726,26.622
29-10-2020,13319,275962,898690,466395,1.99973E+13,1.08E+20,0.116,7923941008,12.512,7.405,13.333,117601,781.71,748561,13.729,27.756
30-10-2020,13435,268253,900122,469886,1.99973E+13,1.10E+20,0.116,7649947178,13.139,7.713,12.973,117693,728.944,776502,13.726,27.448
31-10-2020,13738,275683,904920,444462,1.99973E+13,1.03E+20,0.129,6402113604,13.157,7.473,12.743,84301,609.705,708615,13.737,27.22
01-11-2020,13771,276155,905359,431067,1.99973E+13,1.23E+20,0.107,5403808271,8.868,3.624,11.52,106453,468.186,773189,13.739,18.55
02-11-2020,13600,224514,889497,414128,1.99973E+13,1.14E+20,0.0957,8607186228,12.689,7.34,15.158,155426,858.621,676186,13.667,26.087
03-11-2020,13611,331533,894631,568258,1.78653E+13,1.01E+20,0.157,13553195441,11.877,6.988,10.286,131755,623.263,899431,13.338,24.856
04-11-2020,13898,320538,867418,553186,1.67878E+13,1.28E+20,0.13,8406253200,8.89,3.552,9.057,88597,537.231,1004914,13.286,17.11
05-11-2020,14706,318521,886166,562857,1.67878E+13,1.26E+20,0.137,12288570660,12.025,6.404,9.796,144276,839.729,886135,13.274,22.095
06-11-2020,15578,340198,890138,580499,1.67878E+13,1.24E+20,0.15,11539413325,10.987,6.153,9.412,141425,723.079,900624,13.306,20.066
07-11-2020,15354,270755,878499,464754,1.67878E+13,1.29E+20,0.125,6855705714,7.669,2.67,9.863,91389,539.154,940399,13.311,12.913
08-11-2020,15193,242909,874278,421584,1.67878E+13,1.21E+20,0.12,6383336693,5.985,1.337,10.435,93716,458.397,795155,13.279,9.992
09-11-2020,15382,326198,867467,549101,1.67878E+13,1.32E+20,0.151,9488496136,6.704,1.924,7.784,101043,534.207,1008916,13.303,10.954
10-11-2020,15323,303123,825819,534439,1.67878E+13,1.38E+20,0.119,9414597967,7.827,3.463,9.796,109159,643.791,861118,13.327,14.428
11-11-2020,15585,322130,876342,554762,1.67878E+13,1.20E+20,0.133,8967999115,5.278,2.671,9.796,100195,596.236,859137,13.294,10.617
12-11-2020,15919,324695,833967,556501,1.67878E+13,1.27E+20,0.138,9930069844,5.042,2.383,9,96106,606.268,879364,13.261,9.33
13-11-2020,16289,299901,849962,528875,1.67878E+13,1.31E+20,0.121,9069822066,5.462,2.458,10.36,85700,663.727,834547,13.261,10.379
14-11-2020,16045,273369,821040,475660,1.67878E+13,1.21E+20,0.125,5647692359,3.472,1.3,10.141,111617,484.122,825901,13.268,6.252
15-11-2020,16000,252565,782377,431625,1.67878E+13,1.19E+20,0.132,5459464416,2.688,0.718,9.6,101233,394.137,730343,13.304,4.333
16-11-2020,16364,311317,818483,533818,1.70406E+13,1.35E+20,0.131,8226066162,4.387,2.033,9,190135,624.886,899318,13.319,7.707
17-11-2020,17072,347615,879107,596183,1.75968E+13,1.38E+20,0.133,10392720740,4.447,2.602,9.172,148798,678.838,980026,13.302,8.451
18-11-2020,17879,361838,871947,619800,1.75968E+13,1.43E+20,0.144,12948023005,4.825,2.505,8.521,144735,680.633,1028416,13.298,8.465
19-11-2020,17839,310924,888206,551137,1.75968E+13,1.25E+20,0.136,9215651017,5.423,2.682,10.511,136414,693.031,888614,13.284,9.945
20-11-2020,18323,347858,873616,575731,1.75968E+13,1.42E+20,0.146,12577029912,4.022,2.043,8.571,129524,642.636,996757,13.258,6.782
21-11-2020,18706,311020,763686,487394,1.75968E+13,1.46E+20,0.141,7633641191,2.821,1.133,8.521,114639,476.791,849118,13.27,4.254
22-11-2020,18429,270951,620154,442309,1.75968E+13,1.55E+20,0.133,6327345356,2.178,0.84,8.276,129720,405.064,759506,13.243,2.862
23-11-2020,18442,297693,803438,516673,1.75968E+13,1.40E+20,0.129,9191218601,3.503,1.592,9.796,139125,632.251,867913,13.25,5.801
24-11-2020,18848,333157,898093,577976,1.75968E+13,1.20E+20,0.147,12088771430,4.881,2.538,10.588,132706,776.838,902567,13.199,9.219
25-11-2020,19064,361835,895210,619471,1.75968E+13,1.28E+20,0.159,11340560324,5.196,2.734,9.29,116536,661.104,972205,13.214,9.243
26-11-2020,17408,323825,890431,547517,1.75968E+13,1.34E+20,0.135,12892276106,5.582,2.919,9.6,122744,769.452,986947,13.225,9.975
27-11-2020,16995,322291,894662,542931,1.75968E+13,1.34E+20,0.133,11370646114,4.441,2.317,9.351,97912,600.844,965615,13.342,8.049
28-11-2020,17316,293795,882890,476906,1.75968E+13,1.39E+20,0.127,5974034884,3.349,1.558,9.351,76433,478.523,919013,13.341,5.577
29-11-2020,17994,263423,731012,424950,1.81585E+13,1.37E+20,0.128,7491720717,2.723,1.195,9.6,87098,476.56,717058,13.365,4.081
30-11-2020,18902,256438,891995,468440,1.91572E+13,1.24E+20,0.119,12185203005,5.331,2.836,12.743,166109,862.722,749325,13.351,9.292
01-12-2020,19276,377916,906017,643210,1.91572E+13,1.32E+20,0.16,15106382639,7.412,4.259,9.474,107053,845.304,1031232,13.409,13.271
02-12-2020,18951,326888,902713,581786,1.91572E+13,1.22E+20,0.147,9838858258,7.621,4.375,10.992,97121,691.858,870866,13.401,13.839
03-12-2020,19280,346764,886299,590303,1.91572E+13,1.43E+20,0.152,9270887982,8.106,4.545,9.172,84605,622.343,995706,13.405,12.941
04-12-2020,19133,318750,881962,556075,1.91572E+13,1.42E+20,0.136,11372176004,6.529,3.569,10,114268,628.418,933071,13.395,10.787
05-12-2020,19000,282455,884096,481834,1.91572E+13,1.43E+20,0.129,6152729636,4.685,2.159,10,102529,494.94,931274,13.387,7.186
06-12-2020,19151,258488,852724,426830,1.91572E+13,1.25E+20,0.137,5949622087,3.586,1.5,10.588,98649,480.643,753794,13.386,5.391
07-12-2020,19207,300756,789558,513146,1.91572E+13,1.46E+20,0.132,8955966221,4.372,2.309,9.6,99194,638.838,840417,13.394,6.809
08-12-2020,18955,330826,871672,561188,1.91572E+13,1.37E+20,0.134,9796034440,4.136,2.162,10,92713,591.174,918517,13.435,7.429
09-12-2020,18273,320940,887075,566301,1.91572E+13,1.30E+20,0.133,9513894981,4.125,2.113,10.36,111953,635.376,934549,13.415,7.701
10-12-2020,18314,313519,896062,549439,1.91572E+13,1.24E+20,0.131,12285573570,4.254,2.194,11.077,114790,599.009,828419,13.304,8.23
11-12-2020,17948,304597,889584,544153,1.91572E+13,1.37E+20,0.123,8979084112,4.154,1.972,10.435,83724,623.851,921991,13.325,7.559
12-12-2020,18472,295278,889491,487982,1.91572E+13,1.26E+20,0.128,7763168500,3.165,1.573,10.909,88778,502.712,829507,13.347,5.78
13-12-2020,19117,276004,773797,447135,1.91447E+13,1.38E+20,0.14,8925961352,2.718,1.194,9.231,114782,494.122,836088,13.353,3.871
14-12-2020,19167,314205,803565,527666,1.86702E+13,1.41E+20,0.131,10048459011,3.613,1.916,9.931,126586,606.274,855678,13.378,6.138
15-12-2020,19353,320300,884225,543410,1.86702E+13,1.32E+20,0.138,11559439205,4.233,2.161,10.286,130474,662.407,884337,13.41,7.415
16-12-2020,20057,315074,885813,551964,1.86702E+13,1.34E+20,0.145,15795410015,5.086,2.713,10.07,172428,751.123,927577,13.342,8.21
17-12-2020,22598,309352,887968,553541,1.86702E+13,1.20E+20,0.182,19003195284,11.907,6.4,11.163,182795,1112,908298,13.317,16.822
18-12-2020,22874,375392,899310,634230,1.86702E+13,1.36E+20,0.198,19646389426,11.911,6.62,9.172,148373,819.113,1034114,13.324,16.617
19-12-2020,23341,343378,901252,531590,1.86702E+13,1.46E+20,0.177,10417708175,8.155,4.22,9.114,113117,577.824,997317,13.332,10.837
20-12-2020,23594,281892,874789,446664,1.86702E+13,1.50E+20,0.16,8458459195,6.153,2.4,9.536,110656,504.681,904131,13.32,7.23
21-12-2020,23257,269698,873350,480688,1.86702E+13,1.32E+20,0.174,13503724973,11.949,5.846,10.588,150281,918.724,1002870,13.331,14.023
22-12-2020,23084,324020,897709,560460,1.86702E+13,1.32E+20,0.18,17047842782,9.477,5.125,10.07,145329,772.834,991004,13.344,12.961
23-12-2020,23562,338309,898959,578372,1.86702E+13,1.35E+20,0.193,16942030061,9.963,5.165,9.351,139646,803.542,943947,13.314,12.944
24-12-2020,23307,269433,908161,472583,1.86702E+13,1.36E+20,0.153,12593707842,9.207,5.109,11.429,182903,760.405,822984,13.311,11.911
25-12-2020,24013,303757,893671,483033,1.86702E+13,1.24E+20,0.193,8972824867,7.311,4.179,10,161471,623.668,886517,13.319,9.323
26-12-2020,25252,273817,870103,458612,1.86702E+13,1.25E+20,0.186,11060680731,6.423,2.677,10.511,185614,767.462,802963,13.323,7.525
27-12-2020,27061,308857,896948,514047,1.86702E+13,1.37E+20,0.202,14853295006,8.06,4.327,9.73,220244,783.955,941880,13.375,9.05
28-12-2020,26978,308823,891069,538901,1.86E+13,1.45E+20,0.205,18788416695,8.696,4.39,9,172956,811.977,1013140,13.262,9.057
29-12-2020,26678,336159,906078,581012,1.85996E+13,1.34E+20,0.209,18964680930,8.401,4.387,9.474,146421,789.286,966765,13.261,10.029
30-12-2020,28128,338086,881822,601557,1.85996E+13,1.61E+20,0.206,20423990747,8.748,4.693,8.372,144967,836.243,1077900,13.237,8.914
31-12-2020,28876,344752,897794,610371,1.85996E+13,1.50E+20,0.222,19012516943,9.513,5.04,8.675,162863,751.424,1038604,13.22,9.871
01-01-2021,29260,257931,862928,447404,1.85996E+13,1.50E+20,0.191,14730352267,5.552,1.918,9.664,181787,598.957,859815,13.2,4.996
02-01-2021,30703,296960,866347,513880,1.85996E+13,1.37E+20,0.23,20788944466,8.24,4.322,9.536,223687,933.622,961594,13.144,7.791
03-01-2021,33457,358958,885239,576513,1.85996E+13,1.42E+20,0.253,18878146248,8.055,4.163,9.114,206058,737.03,1015297,13.295,8.05
04-01-2021,31858,373561,891879,607660,1.85996E+13,1.57E+20,0.241,24056848569,9.271,4.951,8.324,163866,893.183,1086071,13.253,9.139
05-01-2021,32246,353934,892167,603641,1.85996E+13,1.50E+20,0.235,21742333420,10.328,5.566,9.172,201248,831.262,1031762,13.329,10.361
06-01-2021,34854,397207,900392,646393,1.85996E+13,1.57E+20,0.274,25977572456,11.277,6.09,8.136,186932,807.417,1159867,13.315,10.412
07-01-2021,38029,401576,884662,634789,1.85996E+13,1.58E+20,0.281,33644558472,11.639,6.618,8.571,261365,1059,1085501,13.341,10.483
08-01-2021,39789,358378,900016,598784,1.85996E+13,1.44E+20,0.293,33439833803,15.041,8.363,9.73,279559,1193,1028435,13.424,12.779
09-01-2021,40392,321250,873049,527876,1.93652E+13,1.41E+20,0.28,20525212677,13.901,7.241,10.36,241819,795.948,939856,13.454,11.294
10-01-2021,39729,331706,904148,530495,2.06074E+13,1.53E+20,0.281,20454697047,11.013,5.646,9.057,215775,754.566,1004594,13.47,8.473
11-01-2021,34315,333804,885838,564813,2.06074E+13,1.61E+20,0.234,25502235431,13.819,7.4,9.351,250597,1182,1016794,13.435,12.26
12-01-2021,34860,336479,881057,563323,2.06074E+13,1.59E+20,0.239,23249270039,17.086,8.785,9.73,228942,952.463,1012517,13.497,15.137
13-01-2021,34653,319015,909883,549888,2.06074E+13,1.52E+20,0.248,20852571143,14.836,7.568,9.474,193450,855.41,1022092,13.513,12.575
14-01-2021,38495,338662,881406,561369,2.06074E+13,1.57E+20,0.26,27632840556,16.074,8.97,9.796,219840,942.919,990896,13.588,13.344
15-01-2021,37496,343847,884600,574484,2.06074E+13,1.49E+20,0.28,26292418050,16.049,8.249,9.29,189178,815.48,1031438,13.577,13.194
16-01-2021,36863,308314,891606,505198,2.06074E+13,1.62E+20,0.229,15752925068,10.58,5.327,9.796,203033,641.398,987275,13.562,8.789
17-01-2021,35675,271741,879911,433973,2.06074E+13,1.32E+20,0.243,13337911168,8.706,4.145,10.827,187109,630.344,827141,13.56,7.391
18-01-2021,36046,313671,884254,512890,2.06074E+13,1.53E+20,0.234,17849641308,9.729,5.48,9.931,205468,838.294,907480,13.574,8.548
19-01-2021,36868,324934,878644,554376,2.06074E+13,1.49E+20,0.254,25379289187,11.067,6.13,9.664,239498,863.654,960625,13.491,9.485
20-01-2021,35175,314668,896405,560621,2.06074E+13,1.49E+20,0.23,24578795885,10.475,5.727,10.213,227649,791.412,942868,13.505,9.615
21-01-2021,32969,290625,883624,544473,2.06074E+13,1.30E+20,0.235,20737066031,13.634,6.825,11.163,250620,980.926,901497,13.534,12.978
22-01-2021,31849,323727,894616,570547,2.06074E+13,1.50E+20,0.211,17562720817,11.277,6.178,10.213,196790,785.029,991335,13.565,11.514
23-01-2021,32346,308120,884614,531390,2.07363E+13,1.42E+20,0.24,11480671801,8.058,4.133,9.231,171672,550.697,925527,13.545,7.302
24-01-2021,32240,253832,895871,451301,2.08235E+13,1.62E+20,0.184,8595271481,7.31,3.224,10.36,192405,550.733,860994,13.572,6.217
25-01-2021,33356,308962,871356,551396,2.08235E+13,1.43E+20,0.227,15671387458,10.87,5.394,10.286,249678,833.924,903873,13.617,10.324
26-01-2021,32051,336774,878139,562005,2.08235E+13,1.61E+20,0.216,16064540125,7.781,4.147,8.944,162065,646.672,1021172,13.659,7.518
27-01-2021,31173,323411,902598,569752,2.08235E+13,1.47E+20,0.206,20577713225,8.009,4.36,10.141,192242,731.571,895064,13.602,8.565
28-01-2021,31756,325001,892949,552561,2.08235E+13,1.54E+20,0.205,19448788528,8.393,4.521,9.931,213082,723.503,963465,13.563,8.662
29-01-2021,35032,340884,885182,645925,2.08235E+13,1.54E+20,0.253,31502730286,17.206,8.206,9.474,256129,1017,1070393,13.544,14.989
30-01-2021,34058,312177,897668,528180,2.08235E+13,1.56E+20,0.215,15771521578,15.106,7.697,10.588,213434,690.014,907122,13.59,14.013
31-01-2021,33452,290609,885259,474151,2.08235E+13,1.40E+20,0.239,14459034441,11.573,5.938,10,229107,551.778,906917,13.559,10.053
01-02-2021,33701,277460,883019,515443,2.08235E+13,1.40E+20,0.21,18988744231,15.512,8.33,12.101,227453,940.705,865084,13.57,14.66
02-02-2021,34689,367682,888860,629499,2.08235E+13,1.39E+20,0.275,18554069093,14.02,7.587,9.412,186519,817.777,1039618,13.578,13.455
03-02-2021,36550,344275,897618,596058,2.08235E+13,1.64E+20,0.238,18490772355,14.252,8.232,9.6,219147,895.086,1037138,13.556,12.53
04-02-2021,37530,367628,894317,653539,2.08235E+13,1.56E+20,0.282,24720193595,17.037,8.982,9,222573,847.983,1037257,13.585,14.307
05-02-2021,37607,360372,889176,612783,2.08235E+13,1.73E+20,0.261,24110806493,15.011,8.019,8.521,204417,745.704,1108800,13.535,11.991
06-02-2021,39803,333727,894488,548661,2.13845E+13,1.70E+20,0.26,18457318530,14.11,7.167,9.057,257125,782.127,960824,13.603,10.643
07-02-2021,38705,286208,849970,482676,2.14344E+13,1.70E+20,0.242,16301716630,11.453,5.43,9.231,276875,644.307,987989,13.608,7.996
08-02-2021,40920,335061,852911,567828,2.14344E+13,1.74E+20,0.269,31259263497,16.386,8.885,8.889,276328,1021,1034730,13.602,11.706
09-02-2021,46682,359994,905196,622948,2.14344E+13,1.59E+20,0.321,39944679612,25.467,13.752,10.07,440838,1231,0,13.641,18.021
10-02-2021,45766,340615,901470,597506,2.14344E+13,1.60E+20,0.304,28974203615,22.595,12.101,10.07,290471,1020,1097361,13.81,15.841
11-02-2021,46240,304610,897509,545208,2.14344E+13,1.39E+20,0.33,26557293013,28.136,14.944,11.163,361426,1115,895827,13.835,18.698
12-02-2021,47590,343164,897930,594556,2.14344E+13,1.48E+20,0.35,27085894527,28.069,14.385,10.141,297144,1006,1003015,13.817,18.577
13-02-2021,47268,336467,891829,530863,2.14344E+13,1.57E+20,0.338,15577045957,20.282,9.57,9.172,214028,702.738,1030851,13.704,12.831
14-02-2021,48570,295280,890478,445522,2.14344E+13,1.70E+20,0.293,15572294315,17.14,6.691,9.73,310113,744.446,984234,13.722,10.129
15-02-2021,47853,311170,873226,507154,2.14344E+13,1.54E+20,0.334,21479953401,18.976,9.571,9.474,365059,938.466,1012403,13.689,11.5
16-02-2021,48845,296267,899261,498335,2.14344E+13,1.37E+20,0.312,24884132144,19.788,10.656,11.901,414566,1122,548331,13.714,13.702
17-02-2021,50897,317528,901205,546245,2.14344E+13,1.41E+20,0.363,29619088434,22.701,12.024,10.435,332898,1217,314475,13.736,14.109
18-02-2021,51901,316815,886938,543082,2.14344E+13,1.57E+20,0.332,29726617496,24.205,12.606,10.511,360742,1148,951004,13.777,14.722
19-02-2021,53058,341433,888791,594241,2.14552E+13,1.51E+20,0.391,35518331149,24.989,12.95,9.412,367522,1181,1049796,13.827,14.401
20-02-2021,56272,320329,882088,543952,2.17241E+13,1.63E+20,0.366,28636615639,25.968,12.975,9.863,385518,1147,999752,13.783,13.947
21-02-2021,57022,271504,849622,445972,2.17241E+13,1.56E+20,0.363,29842416283,24.174,10.696,10.213,374617,1085,923185,13.926,11.558
22-02-2021,54729,285250,876642,502736,2.17241E+13,1.51E+20,0.35,33115033455,25.285,13.601,10.827,381885,1411,936716,13.943,13.69
23-02-2021,48981,287757,888244,534135,2.17241E+13,1.34E+20,0.357,40592103789,31.477,15.387,11.339,375111,1626,893364,13.97,18.902
24-02-2021,49790,357933,886572,583808,2.17241E+13,1.59E+20,0.371,33197678290,26.364,12.995,9.057,294958,1006,1035468,13.986,16.023
25-02-2021,49992,325960,880952,558794,2.17241E+13,1.75E+20,0.323,45680184010,23.393,11.976,9.231,354656,1008,1029740,13.987,13.533
26-02-2021,46648,306277,890723,548907,2.17241E+13,1.52E+20,0.312,30923804102,22.675,10.81,10.36,315004,1015,943525,13.987,14.636
27-02-2021,47126,320627,892535,497487,2.17241E+13,1.70E+20,0.301,17142819150,15.332,7.027,9.172,246427,668.56,1067713,13.98,9.613
28-02-2021,44822,254185,876713,396315,2.17241E+13,1.48E+20,0.274,15384925519,14.635,6.736,10.992,305361,775.2,890425,13.984,9.208
